---
season: 2021-22
division: d1
gender: women
description: schedule/scoreboard from team websites
updated: 2022-01-21
past: 189 (4%)
today: 48 (1%)
future: 3671 (77%)
completed: 161 (68%)
postponed: 14 (6%)
cancelled: 13 (5%)
unreported: 49 (21%)
total: 4784
---
source	id	dateET	timeET	gender	rank	team	at	oppRank	opponent	outcome	score	neutral	conference	division	domain	dateGMT	tournament	timeZone	timeDisplay	location	facility	tv	radio	links
OMAHA	 17506	2022-02-12	10:00am	W	  	OMAHA	at	  	BRAD 	 	   	 	 	d1     		2022-02-12T15:00Z		   	9 A.M.	Peoria, IL				
  WMU	 13792	2022-02-12	10:00am	W	  	WMU  	at	  	IND  	 	   	 	 	d1     		2022-02-12T15:00Z		   	10:00 AM	Bloomington, IN				
 GASO	 13263	2022-02-12	11:00am	W	  	CHSO 	at	  	GASO 	 	   	 	 	d1     		2022-02-12T16:00Z		   	11 AM	Statesboro	[Wallis Tennis Center](/facilities/?id=10)			[History](/sports/womens-tennis/opponent-history/charleston-southern-university/27)
PVA&M	  6281	2022-02-12	11:00am	W	  	PVA&M	  	  	UTRGV	 	   	 	 	d1     		2022-02-12T16:00Z		   	10AM	Prairie View, TX				[History](/sports/womens-tennis/opponent-history/university-of-texas-rio-grande-valley/142)
 IDST	  7996	2022-02-12	11:00am	W	  	WHITM	at	  	IDST 	 	   	 	 	d3/d1  		2022-02-12T16:00Z		   	9 A.M.	Lewiston, ID	LCSC Tennis Courts			
 COLG	  9019	2022-02-12	11:30am	W	  	COLG 	at	  	PROV 	 	   	 	 	d1     		2022-02-12T16:30Z		   	11:30 A.M.	Providence, RI				
  SYR	 14408	2022-02-12	12:00pm	W	  	BUFF 	at	  	SYR  	 	   	 	 	d1     		2022-02-12T17:00Z		   	12 PM		[Drumlins Country Club](/facilities/?id=4)			
 CHAR	 16318	2022-02-12	12:00pm	W	  	CHAR 	at	  	VT   	 	   	 	 	d1     		2022-02-12T17:00Z		   	12:00 PM	Blacksburg, VA				[History](/sports/womens-tennis/opponent-history/virginia-tech/104)
  KSU	 16842	2022-02-12	12:00pm	W	  	FAU  	at	  	KSU  	 	   	 	 	d1     		2022-02-12T17:00Z	2022 Spring Schedule	   	11 AM	Manhattan, KS				[Live Stats](https://sidearmstats.com/kstate/wten/xlive.htm) [History](/sports/womens-tennis/opponent-history/florida-atlantic-university/22)
 UTEP	 10605	2022-02-12	12:00pm	W	  	IDST 	vs	  	UTEP 	 	   	N	 	d1     		2022-02-12T17:00Z		   	10 A.M.	Boise, ID				[History](/sports/womens-tennis/opponent-history/idaho-state-university/57)
 SDAK	  7748	2022-02-12	12:00pm	W	  	MEM  	vs	  	SDAK 	 	   	N	 	d1     		2022-02-12T17:00Z		   	11 a.m.	Lincoln, NE				
   MD	 12893	2022-02-12	12:00pm	W	  	SJU  	at	  	MD   	 	   	 	 	d1     		2022-02-12T17:00Z		   	Noon	College Park, MD				
TX ST	  8163	2022-02-12	12:00pm	W	  	TX ST	at	  	NWSU 	 	   	 	 	d1     		2022-02-12T17:00Z		   	11:00 AM	Natchitoches, LA				[History](/sports/womens-tennis/opponent-history/northwestern-state-university/7)
IDAHO	  7996	2022-02-12	12:00pm	W	  	WHITM	at	  	IDAHO	 	   	 	 	d3/d1  		2022-02-12T17:00Z		   	9 A.M.	Lewiston, ID	LCSC Tennis Courts			
  UCD	 19881	2022-02-12	12:30pm	W	  	HNU  	at	  	UCD  	 	   	 	 	d2/d1  		2022-02-12T17:30Z		   	9:30 a.m..	Davis, CA	[Marya Welch Tennis Center](/facilities/?id=11)			
 ELON	  7592	2022-02-12	1:00pm 	W	  	CAMP 	at	  	ELON 	 	   	 	 	d1     		2022-02-12T18:00Z		   	1:00 p.m.	Elon, NC	[Jimmy Powell Tennis Center](/facilities/?id=19)			
  CoC	 10744	2022-02-12	1:00pm 	W	  	CoC  	at	  	CLEM 	 	   	 	 	d1     		2022-02-12T18:00Z		   	1:00 PM	Clemson, SC				
  EIU	  8433	2022-02-12	1:00pm 	W	  	EIU  	at	  	BRAD 	 	   	 	 	d1     		2022-02-12T18:00Z		   	12 pm	Peoria, IL				
  LAF	 11543	2022-02-12	1:00pm 	W	  	FAIR 	at	  	LAF  	 	   	 	 	d1     		2022-02-12T18:00Z		   	1:00 PM					
  GMU	 11731	2022-02-12	1:00pm 	W	  	GMU  	at	  	CNEW 	 	   	 	 	d1/d3  		2022-02-12T18:00Z		   	1 p.m.	Newport News, VA CNU Courts				[History](/sports/womens-tennis/opponent-history/christopher-newport-university/31)
 UTSA	  8913	2022-02-12	1:00pm 	W	  	MTSU 	vs	  	UTSA 	 	   	N	 	d1     		2022-02-12T18:00Z		   	12 p.m.	Denton, TX				[History](/sports/womens-tennis/opponent-history/middle-tennessee/110)
  PAC	  8049	2022-02-12	1:00pm 	W	  	PAC  	at	  	SACST	 	   	 	 	d1     		2022-02-12T18:00Z		   	10:00 a.m.	Sacramento, CA				[History](/sports/womens-tennis/opponent-history/sacramento-state/347)
  RUT	 12875	2022-02-12	1:00pm 	W	  	RUT  	at	  	UMASS	 	   	 	 	d1     		2022-02-12T18:00Z	2022 Spring Schedule	   	1:00 PM	Amherst, MA				
 TROY	  9089	2022-02-12	1:00pm 	W	  	TROY 	at	  	FLA&M	 	   	 	 	d1     		2022-02-12T18:00Z		   	12 p.m.	Tallahassee, FL				[History](/sports/womens-tennis/opponent-history/florida-am-university/51)
 NCCU	  7084	2022-02-12	1:00pm 	W	  	UNCW 	at	  	NCCU 	 	   	 	 	d1     		2022-02-12T18:00Z		   	1:00 PM	Durham, NC	[Dr. James W. Younge Tennis Courts](/facilities/?id=4)			[History](/sports/womens-tennis/opponent-history/university-of-north-carolina-wilmington/22)
  UTM	  4309	2022-02-12	1:00pm 	W	  	UTM  	at	  	UAB  	 	   	 	 	d1     		2022-02-12T18:00Z		   	12:00 p.m.	Birmingham, AL				
 BELL	  6795	2022-02-12	1:30pm 	W	  	BELL 	vs	  	WMU  	 	   	N	 	d1     		2022-02-12T18:30Z		   	1:30 PM	Bloomington, IN				
 BALL	 10015	2022-02-12	1:30pm 	W	  	OAK  	at	  	BALL 	 	   	 	 	d1     		2022-02-12T18:30Z		   	1:30 pm	Muncie, IN				[Live Stats](https://static.ballstatesports.com/custompages/tennis_live/xlive.htm)
 SELU	  8072	2022-02-12	2:00pm 	W	  	ALST 	vs	  	SELU 	 	   	N	 	d1     		2022-02-12T19:00Z		   	1 p.m.	Mobile, AL				
  WMU	 13696	2022-02-12	2:00pm 	W	  	BELL 	vs	  	WMU  	 	   	N	 	d1     		2022-02-12T19:00Z		   	2:00 PM	Bloomington, IN				
  UCR	 13344	2022-02-12	2:00pm 	W	  	CSUF 	at	  	UCR  	 	   	 	C	d1     		2022-02-12T19:00Z		   	11:00 a.m.	Riverside, CA	[SRC Tennis Courts](/facilities/?id=34)			[History](/sports/womens-tennis/opponent-history/california-state-university-at-fullerton/8)
OMAHA	 17507	2022-02-12	2:00pm 	W	  	EIU  	vs	  	OMAHA	 	   	N	 	d1     		2022-02-12T19:00Z		   	1 P.M.	Peoria, IL				
  WOF	  8696	2022-02-12	2:00pm 	W	  	EMM  	at	  	WOF  	 	   	 	 	d2/d1  		2022-02-12T19:00Z		   	2:00 PM	Spartanburg, SC	[Reeves Tennis Center](/facilities/?id=5)			
 GRAM	  5633	2022-02-12	2:00pm 	W	  	ORU  	at	  	GRAM 	 	   	 	 	d1     		2022-02-12T19:00Z		   	1 p.m.	Ruston, LA				[History](/sports/womens-tennis/opponent-history/oral-roberts-university/43)
  W&M	 15255	2022-02-12	2:00pm 	W	  	RAD  	at	  	W&M  	 	   	 	 	d1     		2022-02-12T19:00Z		   	2 PM	Williamsburg, VA	[McCormack-Nagelsen Tennis Center](/facilities/?id=11)			[History](/sports/womens-tennis/opponent-history/radford-university/65)
  SAM	 12101	2022-02-12	2:00pm 	W	  	SAM  	at	  	WKU  	 	   	 	 	d1     		2022-02-12T19:00Z		   	1:00 PM	Bowling Green, KY				[History](/sports/womens-tennis/opponent-history/western-kentucky-university/125)
  LEH	 13199	2022-02-12	2:00pm 	W	  	SB   	at	  	LEH  	 	   	 	 	d1     		2022-02-12T19:00Z		   	2:00 PM	Bethlehem, PA	[Lewis Indoor Tennis Center/Ulrich Varsity Tennis Courts](/facilities/?id=25)			[History](/sports/womens-tennis/opponent-history/stony-brook-university/27)
  UCI	 10969	2022-02-12	2:00pm 	W	  	SEA  	vs	  	UCI  	 	   	N	 	d1     		2022-02-12T19:00Z		   	11:00 AM	Beaverton, OR				
 SHSU	 13588	2022-02-12	2:00pm 	W	  	SHSU 	at	  	NICH 	 	   	 	 	d1     		2022-02-12T19:00Z		   	1:00 PM	Thibodaux, LA				[History](/sports/womens-tennis/opponent-history/nicholls/167)
LAMAR	 21337	2022-02-12	3:00pm 	W	  	ALCN 	at	  	LAMAR	 	   	 	 	d1     		2022-02-12T20:00Z		   	2 PM	Beaumont, TX	[Thompson Family Tennis Center](/facilities/?id=6)			[History](/sports/womens-tennis/opponent-history/alcorn-state-university/15)
 ALST	  9446	2022-02-12	3:00pm 	W	  	ALST 	vs	  	SELU 	 	   	N	 	d1     		2022-02-12T20:00Z		   	2 pm	Mobile, AL				[History](/sports/womens-tennis/opponent-history/southeastern-louisiana-university/14)
 SDSU	 14191	2022-02-12	3:00pm 	W	  	CPOLY	at	  	SDSU 	 	   	 	 	d1     		2022-02-12T20:00Z		PT 	Noon PT	Aztec Tennis Center				[History](/sports/womens-tennis/opponent-history/cal-poly/54)
  USD	 12355	2022-02-12	3:00pm 	W	  	CSLB 	at	  	USD  	 	   	 	 	d1     		2022-02-12T20:00Z		   	12 PM	San Diego, CA				[Watch](https://web.track.tennis/events/feed?account=031d1592-fcac-4e49-a766-6ccdc5e62c67#/) [History](/sports/womens-tennis/opponent-history/long-beach-state-university/72)
EMICH	 13213	2022-02-12	3:00pm 	W	  	EMICH	at	  	MILW 	 	   	 	 	d1     		2022-02-12T20:00Z		   	3 p.m.	Milwaukee, WI				[History](/sports/womens-tennis/opponent-history/wisconsin-milwaukee/425)
  ULM	 14302	2022-02-12	3:00pm 	W	  	SFA  	at	  	ULM  	 	   	 	 	d1     		2022-02-12T20:00Z		   	2 P.M.	Monroe, LA	[Heard Stadium](/facilities/?id=9)			
  LOU	 23272	2022-02-12	4:00pm 	W	  	BUTL 	at	  	LOU  	C	   	 	 	d1     		2022-02-12T21:00Z		   	4:00 p.m.	LOUISVILLE, KY	[Bass-Rudd Tennis Center](/facilities/?id=2)			
 BRAD	 21013	2022-02-12	4:00pm 	W	  	EIU  	at	  	BRAD 	 	   	 	 	d1     		2022-02-12T21:00Z		   	3:00 p.m.	Pekin, IL	[Parkside Fitness](https://www.parksidefitnesspekin.com/)			[Live Stats](https://bradleybraves.com/sports/2021/2/1/bradley-tennis-live-scoring.aspx)
  EIU	  8434	2022-02-12	4:00pm 	W	  	EIU  	vs	  	OMAHA	 	   	N	 	d1     		2022-02-12T21:00Z		   	3 pm	Peoria. Ill.				
 MILW	 15943	2022-02-12	4:00pm 	W	  	EMICH	at	  	MILW 	 	   	 	 	d1     		2022-02-12T21:00Z		   	3 PM	Milwaukee, WI				Elite - River Glen [History](/sports/womens-tennis/opponent-history/eastern-michigan/164)
 PORT	 11280	2022-02-12	4:00pm 	W	  	EWU  	vs	  	PORT 	 	   	N	 	d1     		2022-02-12T21:00Z		   	1:00 PM	Eugene, OR	Student Tennis Center			
 GTWN	 18802	2022-02-12	4:00pm 	W	  	GTWN 	at	  	ARMY 	 	   	 	 	d1     		2022-02-12T21:00Z		   	4 PM	West Point, NY				
   GW	 13377	2022-02-12	4:00pm 	W	  	GW   	at	  	NAVY 	 	   	 	 	d1     		2022-02-12T21:00Z		   	4:00 p.m.	Annapolis, MD				
  LIU	  1987	2022-02-12	4:00pm 	W	  	LIU  	at	  	FORD 	 	   	 	 	d1     		2022-02-12T21:00Z		   	4:00 PM	Westchester, NY				
MIAOH	 16845	2022-02-12	4:00pm 	W	  	MIAOH	at	  	YSU  	 	   	 	 	d1     		2022-02-12T21:00Z		   	4 p.m.	Youngstown, OH				[History](/sports/womens-tennis/opponent-history/youngstown-state-university/196)
  SFU	 10942	2022-02-12	4:00pm 	W	  	SFU  	at	  	NIA  	 	   	 	 	d1     		2022-02-12T21:00Z		   	4:00 PM	Niagara Falls, NY				[History](/sports/womens-tennis/opponent-history/niagara-university/12)
  LOU	 23271	2022-02-12	4:00pm 	W	  	SLU  	at	  	LOU  	 	   	 	 	d1     		2022-02-12T21:00Z		   	4 p.m.	LOUISVILLE, KY	[Bass-Rudd Tennis Center](/facilities/?id=2)			[History](/sports/womens-tennis/opponent-history/saint-louis-university/149)
 BELL	  6796	2022-02-12	4:30pm 	W	  	BELL 	at	  	IND  	 	   	 	 	d1     		2022-02-12T21:30Z		   	4:30 PM	Bloomington, IN				
  UCD	 19882	2022-02-12	4:30pm 	W	  	SCLAR	at	  	UCD  	 	   	 	 	d1     		2022-02-12T21:30Z		   	1:30 p.m.	Davis, CA	[Marya Welch Tennis Center](/facilities/?id=11)			
  IND	 25684	2022-02-12	5:00pm 	W	  	BELL 	at	  	IND  	 	   	 	 	d1     		2022-02-12T22:00Z	Indiana Invitational	   	5:00 PM	Bloomington, IN				[History](/sports/womens-tennis/opponent-history/bellarmine-university/315)
   BC	 23869	2022-02-12	5:00pm 	W	  	BU   	at	  	BC   	 	   	 	 	d1     		2022-02-12T22:00Z		   	5:00 PM	Weymouth, MA				
 NAVY	 21895	2022-02-12	5:00pm 	W	  	GW   	at	  	NAVY 	 	   	 	 	d1     		2022-02-12T22:00Z		   	5:00 p.m.	Annapolis, MD				[History](/sports/womens-tennis/opponent-history/george-washington-university/96)
   MD	 12894	2022-02-12	5:00pm 	W	  	TOW  	at	  	MD   	 	   	 	 	d1     		2022-02-12T22:00Z		   	5:00 PM	College Park, MD				
 BUCK	 17520	2022-02-12	6:30pm 	W	  	BUCK 	at	  	HALL 	 	   	 	 	d1     		2022-02-12T23:30Z		   	6:30 p.m.	South Orange, NJ				
  UCI	 10968	2022-02-12	7:00pm 	W	  	UCI  	at	  	GFOX 	 	   	 	 	d1/d3  		2022-02-13T00:00Z		   	4:00 PM	Newberg, OR				
ALA&M	  6579	2022-02-13	TBA    	W	  	ALA&M	at	  	JVST 	 	   	 	 	d1     		                 		   		Jacksonville, AL				
   BU	 24327	2022-02-13	       	W	  	BRY  	at	  	BU   	 	   	 	 	d1     		                 		   		Boston, MA				
  DEP	  5144	2022-02-13	TBA    	W	  	DEP  	at	  	NIU  	 	   	 	 	d1     		                 		   		DeKalb, IL				
  GMU	 11732	2022-02-13	       	W	  	GMU  	at	  	W&M  	 	   	 	 	d1     		                 		   		Williamsburg, VA Millie West Tennis Facility				[History](/sports/womens-tennis/opponent-history/william-mary/33)
 MARQ	  9015	2022-02-13	TBA    	W	  	MARQ 	at	  	MILW 	 	   	 	 	d1     		                 		   		Milwaukee, WI				[History](/sports/womens-tennis/opponent-history/milwaukee/66)
 MTST	  6062	2022-02-13	       	W	  	MONT 	at	  	MTST 	 	   	 	C	d1     		                 		   		BOZEMAN				[History](/sports/womens-tennis/opponent-history/university-of-montana/15)
 MRSH	  8329	2022-02-13	       	W	  	MRSH 	at	  	VT   	 	   	 	 	d1     		                 		   		Blacksburg, VA				[History](/sports/womens-tennis/opponent-history/virginia-tech/48)
  SFU	 10943	2022-02-13	TBD    	W	  	SFU  	at	  	SBU  	 	   	 	 	d1     		                 		   		Olean, NY				[History](/sports/womens-tennis/opponent-history/st-bonaventure-university/10)
  USM	  9410	2022-02-13	TBA    	W	  	SHSU 	vs	  	USM  	 	   	N	 	d1     		                 		   		Thibodaux, LA				[History](/sports/womens-tennis/opponent-history/sam-houston/238)
 SIEN	 16150	2022-02-13	TBA    	W	  	SIEN 	at	  	COLG 	 	   	 	 	d1     		                 		   		Hamilton, NY				[History](/sports/womens-tennis/opponent-history/colgate-university/50)
  TCU	 17477	2022-02-13	TBA    	W	  	TCU  	at	  	BAMA 	 	   	 	 	d1     		                 		   		Tuscaloosa, AL				[History](/sports/womens-tennis/opponent-history/university-of-alabama/172)
 BELL	  6797	2022-02-13	9:00am 	W	  	SLU  	at	  	BELL 	 	   	 	 	d1     		2022-02-13T14:00Z		   	9 AM	Louisville, KY	Eddie Weber Tennis Complex			
  WVU	 18648	2022-02-13	10:00am	W	  	DUQ  	at	  	WVU  	 	   	 	 	d1     		2022-02-13T15:00Z		   	10 a.m.	Morgantown, W.Va.				
EMICH	 13186	2022-02-13	10:00am	W	  	EMICH	at	  	VALPO	 	   	 	 	d1     		2022-02-13T15:00Z		   	10 a.m.	Valparaiso, IN				[History](/sports/womens-tennis/opponent-history/valparaiso/162)
  W&M	 15256	2022-02-13	10:00am	W	  	GMU  	at	  	W&M  	 	   	 	 	d1     		2022-02-13T15:00Z		   	10 AM	Williamsburg, VA	[McCormack-Nagelsen Tennis Center](/facilities/?id=11)			[History](/sports/womens-tennis/opponent-history/george-mason-university/67)
 HAMP	  8517	2022-02-13	10:00am	W	  	HAMP 	at	  	CNEW 	 	   	 	 	d1/d3  		2022-02-13T15:00Z		   	10:00 AM	Newport News, VA				
 MINN	 19404	2022-02-13	10:00am	W	  	MINN 	at	  	UTAH 	 	   	 	 	d1     		2022-02-13T15:00Z		   	9:00 AM	Salt Lake City, UT				[Watch](https://utahutes.com/sports/2018/2/16/tennis-video-streaming.aspx) [Live Scoring](http://statb.us/b/381306)
  RUT	 12876	2022-02-13	10:30am	W	  	RUT  	at	  	UCONN	 	   	 	 	d1     		2022-02-13T15:30Z	2022 Spring Schedule	   	10:30 AM	Storrs, CT				
 SALA	  9746	2022-02-13	11:00am	W	  	ALST 	at	  	SALA 	 	   	 	 	d1     		2022-02-13T16:00Z		   	10 am	Mobile, AL				[History](/sports/womens-tennis/opponent-history/alabama-state-university/36)
  MAR	 13131	2022-02-13	11:00am	W	  	BUCK 	at	  	MAR  	 	   	 	 	d1     		2022-02-13T16:00Z		   	11 a.m.	Poughkeepsie, NY				[History](/sports/womens-tennis/opponent-history/bucknell-university/10)
  UNF	 18285	2022-02-13	11:00am	W	  	FLAG 	at	  	UNF  	 	   	 	 	d2/d1  		2022-02-13T16:00Z		   	11 a.m.	Jacksonville, FL	[UNF Tennis Complex](/facilities/?id=7)			[History](/sports/womens-tennis/opponent-history/flagler-college/32)
  ISU	 14686	2022-02-13	11:00am	W	  	ISU  	at	  	PUR  	 	   	 	 	d1     		2022-02-13T16:00Z		   	10:00 AM	West Lafayette, IN				
  MEM	 17913	2022-02-13	11:00am	W	  	MEM  	at	  	NEB  	 	   	 	 	d1     		2022-02-13T16:00Z		   	10:00 AM	Lincoln, NE				
 UTAH	 20756	2022-02-13	11:00am	W	  	MINN 	at	  	UTAH 	 	   	 	 	d1     		2022-02-13T16:00Z		MT 	9:00 AM MT	Salt Lake City, UT				[Watch](https://utahutes.com/sports/2018/2/16/tennis-video-streaming.aspx) [Live Stats](http://statb.us/b/381306) [History](/sports/womens-tennis/opponent-history/university-of-minnesota/324)
  UND	 12307	2022-02-13	11:00am	W	  	MSUM 	at	  	UND  	 	   	 	 	d2/d1  		2022-02-13T16:00Z		   	10:00 a.m.		[Choice Health & Fitness](/facilities/?id=9)			
  NIA	  9595	2022-02-13	11:00am	W	  	NIA  	at	  	SYR  	 	   	 	 	d1     		2022-02-13T16:00Z		   	11:00 a.m.	Syracuse, NY				[History](/sports/womens-tennis/opponent-history/syracuse-university/2)
   UK	  9466	2022-02-13	11:00am	W	  	PSU  	at	  	UK   	 	   	 	 	d1     		2022-02-13T16:00Z	DOUBLEHEADER	   	11 A.M.	Lexington, KY	[Hilary J. Boone Tennis Complex](/facilities/?id=129)			[Watch](https://web.track.tennis/events/watch?key=635.93OvFW2yt24) [Live Stats](http://www.sidearmstats.com/ukentucky/tennis/xlive.htm)
  UTA	 17164	2022-02-13	11:00am	W	  	SAU  	at	  	UTA  	 	   	 	 	d2/d1  		2022-02-13T16:00Z		   	10 AM	Arlington, TX	UTA Tennis Center			[History](/sports/womens-tennis/opponent-history/southern-arkansas-university/1328)
  SOU	  5350	2022-02-13	11:00am	W	  	SOU  	at	  	HOU  	 	   	 	 	d1     		2022-02-13T16:00Z		   	10:00 AM	Houston, TX				[History](/sports/womens-tennis/opponent-history/university-of-houston/77)
 WICH	 14985	2022-02-13	11:00am	W	  	TULN 	at	  	WICH 	 	   	 	 	d1     		2022-02-13T16:00Z		   	10:00 AM	Wichita, KS	[Wichita Country Club](http://www.wichitacountryclub.org/default.aspx?p=DynamicModule&pageid=355190&ssid=261822&vnf=1)			[Live Stats](http://statb.us/b/381108) [History](/sports/womens-tennis/opponent-history/tulane-university/78)
 GTWN	 18803	2022-02-13	11:30am	W	  	GTWN 	vs	  	NJIT 	 	   	N	 	d1     		2022-02-13T16:30Z		   	11:30 AM	West Point, NY				
 ALST	  9460	2022-02-13	12:00pm	W	  	ALST 	at	  	SALA 	 	   	 	 	d1     		2022-02-13T17:00Z		   	11 amn	Mobile, AL				[History](/sports/womens-tennis/opponent-history/university-of-south-alabama/20)
 BUCK	 17521	2022-02-13	12:00pm	W	  	BUCK 	at	  	MAR  	 	   	 	 	d1     		2022-02-13T17:00Z		   	12 p.m.	Poughkeepsie, NY				
   BG	 11415	2022-02-13	12:00pm	W	  	FIND 	at	  	BG   	 	   	 	 	d2/d1  		2022-02-13T17:00Z		   	12:00 PM	Bowling Green, OH				[History](/sports/womens-tennis/opponent-history/university-of-findlay/18)
 GONZ	  8176	2022-02-13	12:00pm	W	  	GONZ 	at	  	COLO 	 	   	 	 	d1     		2022-02-13T17:00Z		   	9 a.m.	Boulder, CO				[History](/sports/womens-tennis/opponent-history/university-of-colorado/258)
BOISE	 18714	2022-02-13	12:00pm	W	  	IDST 	at	  	BOISE	 	   	 	 	d1     		2022-02-13T17:00Z		MT 	10 a.m. MT	Boise, ID	Boas Indoor Tennis Center			
  PUR	 56342	2022-02-13	12:00pm	W	  	ISU  	at	  	PUR  	 	   	 	 	d1     		2022-02-13T17:00Z		   	Noon	West Lafayette, IN	[SCHWARTZ TENNIS CENTER](/facilities/?id=14)			[Watch](https://web.playsight.com/facility/purdue-university-tennis/home) [Live Stats](https://www.statbroadcast.com/events/statbroadcast.php?t=1&gid=pur) [History](/sports/womens-tennis/opponent-history/iowa-state-university/120)
  LAF	 11544	2022-02-13	12:00pm	W	  	LAF  	at	  	SFU  	 	   	 	 	d1     		2022-02-13T17:00Z		   	12:00 PM	Loretto, PA				
 MONT	  5151	2022-02-13	12:00pm	W	  	MONT 	at	  	MTST 	 	   	 	C	d1     		2022-02-13T17:00Z		   	10 AM	Bozeman, MT				
  SFA	  9862	2022-02-13	12:00pm	W	  	SFA  	at	  	NWSU 	 	   	 	 	d1     		2022-02-13T17:00Z		   	11:00 a.m,.	Natchitoches, LA				[History](/sports/womens-tennis/opponent-history/northwestern-state-university/260)
 SHSU	 13589	2022-02-13	12:00pm	W	  	SHSU 	vs	  	USM  	 	   	N	 	d1     		2022-02-13T17:00Z		   	11:00 AM	Thibodaux, LA				[History](/sports/womens-tennis/opponent-history/southern-miss/286)
  USF	 12244	2022-02-13	12:00pm	W	  	SMU  	at	  	USF  	 	   	 	C	d1     		2022-02-13T17:00Z		   	12 p.m.	Tampa, FL	USF Varsity Tennis Courts			[History](/sports/womens-tennis/opponent-history/southern-methodist-university/170)
TX ST	  8164	2022-02-13	12:00pm	W	  	TX ST	at	  	LT   	 	   	 	 	d1     		2022-02-13T17:00Z		   	11:00 AM	Ruston, LA				[History](/sports/womens-tennis/opponent-history/louisiana-tech/17)
 BING	 13304	2022-02-13	1:00pm 	W	  	BING 	at	  	UMASS	 	   	 	 	d1     		2022-02-13T18:00Z		   	1 p.m.	Amherst, MA				[History](/sports/womens-tennis/opponent-history/university-of-massachusetts/174)
 ELON	  7593	2022-02-13	1:00pm 	W	  	GWEBB	at	  	ELON 	 	   	 	 	d1     		2022-02-13T18:00Z		   	1:00 p.m.	Elon, NC	[Jimmy Powell Tennis Center](/facilities/?id=19)			
 MIZZ	 23634	2022-02-13	1:00pm 	W	  	MIZZ 	at	  	ILL  	 	   	 	 	d1     		2022-02-13T18:00Z		   	12 p.m.	Urbana-Champaign, IL				
   VT	 24509	2022-02-13	1:00pm 	W	  	MRSH 	at	  	VT   	 	   	 	 	d1     		2022-02-13T18:00Z		   	1 PM	Blacksburg, VA	[Burrows-Burleson Tennis Center](/facilities/?id=7)			[Live Stats](/sports/2019/1/24/womens-tennis-live-stats.aspx)
  UNT	  5232	2022-02-13	1:00pm 	W	  	MTSU 	at	  	UNT  	 	   	 	C	d1     		2022-02-13T18:00Z		CT 	12 P.M. CT	Denton	[Waranch Tennis Complex](/facilities/?id=23)			[History](/sports/womens-tennis/opponent-history/middle-tennessee/91)
   NW	 19726	2022-02-13	1:00pm 	W	  	ND   	at	  	NW   	 	   	 	 	d1     		2022-02-13T18:00Z		CT 	12 p.m. CT	Evanston, IL	[Combe Tennis Center](/facilities/?id=2)			
  NIU	 15470	2022-02-13	1:00pm 	W	  	ROOS 	at	  	NIU  	 	   	 	 	naia/d1		2022-02-13T18:00Z		CT 	12 p.m. CT	DeKalb, IL				[History](/sports/womens-tennis/opponent-history/roosevelt-university/105)
 GASO	 13264	2022-02-13	1:00pm 	W	  	SCST 	at	  	GASO 	 	   	 	 	d1     		2022-02-13T18:00Z		   	1 PM	Statesboro	[Wallis Tennis Center](/facilities/?id=10)			[History](/sports/womens-tennis/opponent-history/south-carolina-state-university/90)
  SMU	 12475	2022-02-13	1:00pm 	W	  	SMU  	at	  	USF  	 	   	 	 	d1     		2022-02-13T18:00Z		   	12 P.M.	Tampa, FL				
 BAMA	 13272	2022-02-13	1:00pm 	W	  	TCU  	at	  	BAMA 	 	   	 	 	d1     		2022-02-13T18:00Z		CT 	12 p.m. CT	Tuscaloosa, AL				[Live Stats](http://stats.statbroadcast.com/statmonitr/?id=382980)
  UCI	 10967	2022-02-13	1:00pm 	W	  	UCI  	at	  	PRST 	 	   	 	 	d1     		2022-02-13T18:00Z		   	10:00 AM	Beaverton, OR				
  SAM	 12102	2022-02-13	1:00pm 	W	  	UTM  	at	  	SAM  	 	   	 	 	d1     		2022-02-13T18:00Z		   	12:00 PM	Birmingham, AL				[History](/sports/womens-tennis/opponent-history/university-of-tennessee-at-martin/53)
  USU	 15032	2022-02-13	1:00pm 	W	  	WEBER	at	  	USU  	 	   	 	 	d1     		2022-02-13T18:00Z		   	11 AM	Logan, UT	[Sports Academy & Racquet Club](/facilities/?id=6)			[History](/sports/womens-tennis/opponent-history/weber-state-university/138)
  OAK	  8942	2022-02-13	1:30pm 	W	  	OAK  	at	  	BALL 	 	   	 	 	d1     		2022-02-13T18:30Z		   	1:30 p.m.	Muncie, IN				[History](/sports/womens-tennis/opponent-history/ball-state-university/125)
 ILST	 18092	2022-02-13	2:00pm 	W	  	ILST 	at	  	UIC  	 	   	 	 	d1     		2022-02-13T19:00Z		   	1 p.m.	Chicago, IL				
PVA&M	  6288	2022-02-13	2:00pm 	W	  	PVA&M	  	  	HOU  	 	   	 	 	d1     		2022-02-13T19:00Z		   	1pm	Houston, TX				[History](/sports/womens-tennis/opponent-history/university-of-houston/97)
  UTM	  4310	2022-02-13	2:00pm 	W	  	UTM  	at	  	SAM  	 	   	 	 	d1     		2022-02-13T19:00Z		   	1:00 p.m.	Birmingham, AL				
  WCU	 14149	2022-02-13	2:00pm 	W	  	WCU  	at	  	PRES 	 	   	 	 	d1     		2022-02-13T19:00Z		   	2:00 PM	Clinton, SC				[History](/sports/womens-tennis/opponent-history/presbyterian-college/59)
