---
season: d2
gender: women
description: schedule/scoreboard from team websites
updated: 2022-01-21
past: 184 (26%)
today: 3 (0%)
future: 517 (73%)
completed: 156 (83%)
unreported: 31 (17%)
total: 704
---
source	id	dateET	timeET	gender	rank	team	at	oppRank	opponent	outcome	score	neutral	conference	division	dateGMT	teamId	opponentId	dualId
ITA	59129	2021-09-16	 6:00pm	W		COLC                       	vs		DBAP                       	L	1-6	N	 	d3/d2  	2021-09-16T22:00Z			1e16a919-0932-465a-aab5-0a1a924ba477
ITA	95447	2021-09-17	10:00am	W		DBAP                       	vs		MSUD                       	W	6-1	N	 	d2     	2021-09-17T14:00Z			a87d86c8-9745-410d-8978-53f9575c4bab
ITA	90600	2021-09-17	 2:30pm	W		MESA                       	vs		UNK                        	L	0-7	N	 	d2     	2021-09-17T18:30Z			6b60e1a9-1aa4-4b31-a46b-1527a7ec8054
ITA	58045	2021-09-17	 7:00pm	W		DBAP                       	vs		MESA                       	W	6-1	N	 	d2     	2021-09-17T23:00Z			7e815401-2b19-4341-98c4-64c29e0833bc
ITA	55987	2021-09-17	 8:00pm	W		CSUP                       	vs		FHS                        	L	0-5	N	 	d2     	2021-09-18T00:00Z			3f213c42-cbf7-4050-9c14-62332cd543a7
ITA	69461	2021-09-17	 4:00pm	W		ALGNY                      	at		CLARN                      	W	7-0	 	 	d3/d2  	2021-09-17T20:00Z			5439f61c-c869-486b-89e8-de0ef6b8e7ea
ITA	95440	2021-09-18	 9:00am	W		DBAP                       	at		CSUP                       	W	7-0	 	 	d2     	2021-09-18T13:00Z			c43eb93f-6503-4e8c-b94e-fd003d850d1b
ITA	89699	2021-09-18	10:00am	W		FHS                        	vs		MSUD                       	L	1-6	N	 	d2     	2021-09-18T14:00Z			83236140-b11b-4295-9388-bde688f011b5
ITA	20763	2021-09-18	11:00am	W		JEFF                       	at		KUTZ                       	W	6-1	 	 	d2     	2021-09-18T15:00Z			5c8c5656-6953-48c7-bde8-af0eaf3de014
ITA	77669	2021-09-18	 2:00pm	W		FHS                        	vs		MESA                       	L	1-6	N	 	d2     	2021-09-18T18:00Z			70a28716-0cc9-48ac-8ddb-6ac06fb3a282
ITA	41796	2021-09-18	 1:00pm	W		WISE                       	at		EMHEN                      	W	7-0	 	 	d2/d3  	2021-09-18T17:00Z			7aba57cd-1203-4ea0-a936-427b38020087
ITA	75533	2021-09-18	 5:00pm	W		MSUM                       	vs		WARTB                      	W	5-2	N	 	d2/d3  	2021-09-18T21:00Z			c4fb0fcd-d729-4619-9d4c-c6998167b086
ITA	 8139	2021-09-19	 1:00pm	W		ROAN                       	at		WISE                       	L	1-6	 	 	d3/d2  	2021-09-19T17:00Z			337b2230-0f0f-407a-9959-ed8516ac0d88
ITA	48244	2021-09-21	 4:00pm	W		BTHEL                      	at		FHS                        	L	1-6	 	 	naia/d2	2021-09-21T20:00Z			76ad4a5b-1037-455a-9ca0-846f4e39e95e
ITA	35131	2021-09-22	 1:00pm	W		AIC                        	at		STON                       	L	1-5	 	C	d2     	2021-09-22T17:00Z			ec917fb1-b9d9-4864-a47d-8e0a518e348a
ITA	38403	2021-09-24	11:01am	W		UDC                        	at		STAC                       	W	5-2	 	C	d2     	2021-09-24T15:01Z			64306407-d159-4ded-b336-261510cb1daa
ITA	86140	2021-09-24	12:00pm	W		WSU                        	at		HIL                        	W	6-1	 	 	d2     	2021-09-24T16:00Z			7be5661e-83e9-41da-945e-c4b751755c32
ITA	 2397	2021-09-25	 9:00am	W		UDC                        	at		QUE                        	W	4-3	 	C	d2     	2021-09-25T13:00Z			3ebd1259-8f47-4366-80d0-e2521beab193
ITA	32409	2021-09-25	10:00am	W		AIC                        	at		NH                         	L	0-7	 	C	d2     	2021-09-25T14:00Z			d4bd144c-74a7-4a1a-9138-25142049898d
ITA	94072	2021-09-25	 1:00pm	W		ADEL                       	at		SNHU                       	L	2-5	 	C	d2     	2021-09-25T17:00Z			f703e519-9d9c-4693-873e-cb95b2ddb7c9
ITA	90955	2021-09-25	 1:00pm	W		JEFF                       	at		GBC                        	L	3-4	 	C	d2     	2021-09-25T17:00Z			35f744c9-12c6-4a0d-aaaa-5ec3fa951a7e
ITA	97413	2021-09-25	 3:00pm	W		LOC                        	at		AC                         	 	   	 	C	d2     	2021-09-25T19:00Z			2134dfcd-7284-45ff-ab2d-e497fc88ca36
ITA	16477	2021-09-25	 3:00pm	W		CHC                        	at		WILMU                      	L	0-7	 	C	d2     	2021-09-25T19:00Z			673fd2a6-56be-44df-8102-7b9821fe38a7
ITA	34808	2021-09-25	12:00pm	W		SMSU                       	at		OLAF                       	 	   	 	 	d2/d3  	2021-09-25T16:00Z			358d0fd5-1705-4e70-92d3-69b20599ae88
ITA	42537	2021-09-25	 2:30pm	W		CED                        	at		MUSK                       	W	9-0	 	 	d2/d3  	2021-09-25T18:30Z			95426ce9-3a83-4434-a881-fa773a5c7d57
ITA	80745	2021-09-25	 3:00pm	W		SMSU                       	at		CARLE                      	L	2-7	 	 	d2/d3  	2021-09-25T19:00Z			2e9b2e96-a691-45f0-a3b2-3d0f2d44a070
ITA	18089	2021-09-25	10:00am	W		JOHN                       	at		KWC                        	W	5-2	 	 	naia/d2	2021-09-25T14:00Z			73a03cf3-3852-4e18-9402-3a808bddcb92
ITA	76462	2021-09-26	12:00pm	W		FPC                        	at		NH                         	W	4-3	 	C	d2     	2021-09-26T16:00Z			a8a28dc6-0dac-4837-8206-ace47d7d0b91
ITA	27217	2021-09-26	 1:00pm	W		SNHU                       	at		AIC                        	W	7-0	 	C	d2     	2021-09-26T17:00Z			b5eb9e80-5987-45ed-beaf-8ec8e62888f5
ITA	62728	2021-09-26	 3:00pm	W		LOC                        	at		STANS                      	 	   	 	C	d2     	2021-09-26T19:00Z			ade631cf-714c-42b8-bcb7-59448e0d9bd4
ITA	26525	2021-09-26	 4:00pm	W		JCSU                       	vs		WISE                       	L	1-4	N	 	d2     	2021-09-26T20:00Z			1e929d2f-72d7-4736-837d-b2730a5ca447
ITA	18372	2021-09-26	10:00am	W		JCSU                       	at		BREV                       	W	5-2	 	 	d2/d3  	2021-09-26T14:00Z			4f335b3a-5855-408a-8ee4-79e2afb93ed0
ITA	90985	2021-09-26	 1:00pm	W		WISE                       	at		BREV                       	W	8-1	 	 	d2/d3  	2021-09-26T17:00Z			9ced7752-9107-44d4-9eca-d393cc067596
ITA	62144	2021-09-26	 2:00pm	W		WEBST                      	at		TRU                        	 	   	 	 	d3/d2  	2021-09-26T18:00Z			aba4c075-6707-49e5-970f-c5a7c165e701
ITA	53685	2021-09-27	 1:00pm	W		SNHU                       	at		LOC                        	L	2-5	 	C	d2     	2021-09-27T17:00Z			b5fd15e2-72ae-4348-846b-32cbfc43177d
ITA	 5841	2021-09-28	 2:30pm	W		AC                         	at		AIC                        	 	   	 	C	d2     	2021-09-28T18:30Z			fdf5d712-118a-489b-9e90-e0e755944e28
ITA	84019	2021-09-28	 4:00pm	W		WVSU                       	at		CED                        	W	6-1	 	 	d2     	2021-09-28T20:00Z			461f428a-f2e4-422e-8b95-ccfb8ce1a195
ITA	34145	2021-09-28	 4:00pm	W		BTHNY                      	at		FHS                        	 	   	 	 	naia/d2	2021-09-28T20:00Z			9d972c95-0e2a-4220-b1ed-309b131606d2
ITA	86143	2021-09-29	 2:00pm	W		LOC                        	at		DAEMN                      	W	7-0	 	 	d2     	2021-09-29T18:00Z			55a22bac-ebfa-4859-b9ff-b6ff200335f2
ITA	38943	2021-09-29	 2:30pm	W		JEFF                       	at		CHC                        	W	6-1	 	C	d2     	2021-09-29T18:30Z			f0cc2f7c-0a9f-49c5-ae48-007d91233795
ITA	25348	2021-09-29	 3:00pm	W		NH                         	at		BENT                       	 	   	 	C	d2     	2021-09-29T19:00Z			517f07d6-9b5b-4638-b165-745bbccbd535
ITA	59243	2021-09-29	 6:00pm	W		WILMU                      	at		USP                        	W	6-1	 	C	d2     	2021-09-29T22:00Z			95928570-473f-4ec6-a0d8-0b8770901043
ITA	31063	2021-09-29	11:00am	W		WAL                        	at		OBRL                       	W	7-2	 	 	d2/d3  	2021-09-29T15:00Z			79e86ca5-dfb2-4e74-9359-fa55f8bb3847
ITA	12062	2021-09-29	 4:00pm	W		LHU                        	at		SUSQ                       	L	0-1	 	 	d2/d3  	2021-09-29T20:00Z			ccc44c0f-d942-456f-aa9b-57fe41e950f0
ITA	55651	2021-09-30	 3:00pm	W		MOVAL                      	at		QU                         	 	   	 	 	naia/d2	2021-09-30T19:00Z			e37708be-e6cf-48ae-b4bd-99e0a21bb933
ITA	23337	2021-10-01	 3:00pm	W		AIC                        	at		STANS                      	L	3-4	 	C	d2     	2021-10-01T19:00Z			2adb9ae8-2099-49c5-ac70-739539530139
ITA	85810	2021-10-01	 3:00pm	W		STAC                       	at		NH                         	W	4-3	 	 	d2     	2021-10-01T19:00Z			a4b85ffa-23bd-45a0-bfd4-9ae7407c78da
ITA	75398	2021-10-01	 7:00pm	W		UIU                        	at		WINST                      	L	3-4	 	 	d2     	2021-10-01T23:00Z			76c6631f-5acf-4fe9-9a1e-549a67bb3fdd
ITA	 8974	2021-10-01	 6:00am	W		GVSU                       	at		UIC                        	L	0-7	 	 	d2/d1  	2021-10-01T10:00Z			3b1c9a00-49a2-45f8-babe-532664aa3c42
ITA	86748	2021-10-02	12:00pm	W		ADEL                       	at		LOC                        	L	2-5	 	C	d2     	2021-10-02T16:00Z			db0fcb37-3bd3-4640-a38e-baaf2f9fb1a9
ITA	12583	2021-10-02	12:00pm	W		DC                         	at		GBC                        	L	0-7	 	C	d2     	2021-10-02T16:00Z			aed57a7b-ce8e-42fe-8099-b08e3f4692ec
ITA	42596	2021-10-02	12:00pm	W		WILMU                      	at		JEFF                       	W	6-1	 	C	d2     	2021-10-02T16:00Z			045b689b-565f-4b3a-8a13-626f36a0da6d
ITA	25767	2021-10-02	 1:00pm	W		SNHU                       	at		SMCVT                      	W	7-0	 	C	d2     	2021-10-02T17:00Z			730b9b05-53a5-44d1-8619-ace86634b884
ITA	59590	2021-10-02	 1:30pm	W		PNW                        	at		UIU                        	W	7-0	 	 	d2     	2021-10-02T17:30Z			2339529a-a966-4e46-b348-5e83b72b06fd
ITA	25697	2021-10-02	12:00pm	W		WISE                       	at		MARYV                      	W	9-0	 	 	d2/d3  	2021-10-02T16:00Z			fc14fc86-6a3d-4e9d-9bf0-b95d6a9a5ab4
ITA	61893	2021-10-02	 1:00pm	W		MNKTO                      	at		CARLE                      	L	2-7	 	 	d2/d3  	2021-10-02T17:00Z			6374280f-994a-4c52-b0a6-e4b9e95e2e7c
ITA	90578	2021-10-02	 2:00pm	W		LSSU                       	at		AQUIN                      	W	4-1	 	 	d2/naia	2021-10-02T18:00Z			6951c13a-f344-44f0-9028-afce494caa95
ITA	24179	2021-10-02	11:00am	W		CORNR                      	at		SAG                        	W	4-3	 	 	naia/d2	2021-10-02T15:00Z			9eb4920d-b2f3-4f88-baf7-6d3bff4bf9fe
ITA	67161	2021-10-02	 6:00pm	W		MOVAL                      	at		MCK                        	 	   	 	 	naia/d2	2021-10-02T22:00Z			38561c64-afc8-4861-92e7-6a86a781d0af
ITA	75153	2021-10-03	10:00am	W		DAEMN                      	at		MOLL                       	W	6-1	 	C	d2     	2021-10-03T14:00Z			7e2fa56b-c665-4d71-8f6f-2472eddf8b5b
ITA	87741	2021-10-03	 1:00pm	W		AIC                        	at		SMCVT                      	W	5-2	 	C	d2     	2021-10-03T17:00Z			f66f85ec-4a2e-49a9-80a8-a060dadd65a0
ITA	58430	2021-10-03	 1:00pm	W		SAG                        	at		HIL                        	L	1-6	 	 	d2     	2021-10-03T17:00Z			df0cee16-b809-47b8-af60-7b37876862ab
ITA	 1156	2021-10-03	 1:00pm	W		PNW                        	at		WINST                      	 	   	 	 	d2     	2021-10-03T17:00Z			fd7cac31-9cd8-412f-b5b7-788962ae5a89
ITA	38756	2021-10-03	 1:00pm	W		SNHU                       	at		STON                       	W	6-1	 	C	d2     	2021-10-03T17:00Z			c1025aa5-c582-4ac6-bdd0-f15d04e749e6
ITA	17446	2021-10-03	 6:00pm	W		NH                         	at		LOC                        	L	0-4	 	C	d2     	2021-10-03T22:00Z			c8c48867-4162-46e4-90d0-d11506a9cada
ITA	99741	2021-10-03	 4:30pm	W		STANS                      	at		SSU                        	 	   	 	 	d2/d3  	2021-10-03T20:30Z			20b3a3b4-1e8f-4d0b-bae2-7835a137aa43
ITA	38530	2021-10-03	 5:00pm	W		MNKTO                      	at		GVIEW                      	W	6-1	 	 	d2/naia	2021-10-03T21:00Z			2188d5ba-e6a5-4a20-b204-7e48ed510bec
ITA	53145	2021-10-03	 2:00pm	W		EMERS                      	vs		STANS                      	 	   	N	 	d3/d2  	2021-10-03T18:00Z			83d41495-be35-4ad1-af02-ab30ca1db24d
ITA	84144	2021-10-03	 2:15pm	W		ICCC                       	vs		MNKTO                      	L	0-7	N	 	juco/d2	2021-10-03T18:15Z			9e3e7477-201c-4d29-99a8-d4ed148659d5
ITA	70960	2021-10-04	 4:00pm	W		STAC                       	at		JEFF                       	W	6-1	 	 	d2     	2021-10-04T20:00Z			062b90ba-c8cd-46f6-8d0d-0b735734a954
ITA	13902	2021-10-05	 2:30pm	W		GBC                        	at		CHC                        	L	3-4	 	C	d2     	2021-10-05T18:30Z			34464e82-3787-42ec-a735-26a6c1c2eed1
ITA	27473	2021-10-05	 3:00pm	W		AC                         	at		SNHU                       	L	0-7	 	C	d2     	2021-10-05T19:00Z			add6cd47-82f1-45a6-8eca-53b4955b3d39
ITA	44144	2021-10-05	 3:00pm	W		DC                         	at		WILMU                      	L	0-7	 	C	d2     	2021-10-05T19:00Z			b0795c5d-938c-45e5-8f47-3ecf557e7fa7
ITA	41413	2021-10-05	 4:30pm	W		CED                        	at		OHWES                      	W	8-1	 	 	d2/d3  	2021-10-05T20:30Z			7e0e1f10-976f-418e-b1b7-4fb97e093b85
ITA	67380	2021-10-06	 3:00pm	W		ADEL                       	at		NH                         	W	6-0	 	C	d2     	2021-10-06T19:00Z			3372e8e6-83fa-4028-af0d-6156a076776f
ITA	25513	2021-10-06	 3:00pm	W		LOC                        	at		AIC                        	W	7-0	 	C	d2     	2021-10-06T19:00Z			31248980-1546-419b-ab8a-e3fa64ade33c
ITA	11655	2021-10-06	 7:00pm	W		STANS                      	at		SNHU                       	L	0-7	 	C	d2     	2021-10-06T23:00Z			9c1afe8f-96e5-4dcf-94f9-d2a32d4e7a4a
ITA	14263	2021-10-07	 3:00pm	W		SNHU                       	at		BENT                       	 	   	 	C	d2     	2021-10-07T19:00Z			9182dbef-b415-4ce9-9d5f-96e566a54f13
ITA	55087	2021-10-08	 2:00pm	W		STAC                       	at		LOC                        	W	4-3	 	 	d2     	2021-10-08T18:00Z			c664fafd-eddb-467e-9e27-322318bbb45a
ITA	69471	2021-10-08	 3:30pm	W		KUTZ                       	at		IUP                        	L	0-7	 	C	d2     	2021-10-08T19:30Z			d89bb699-ad0f-4f91-93ec-88d657301d4e
ITA	12065	2021-10-08	 5:00pm	W		WVWC                       	at		BUP                        	W	4-3	 	 	d2     	2021-10-08T21:00Z			abbefd0d-004a-47b2-8388-d83fdcfa3f8d
ITA	88052	2021-10-08	 7:00pm	W		DAEMN                      	at		QUE                        	L	1-6	 	C	d2     	2021-10-08T23:00Z			48364689-2c7f-4e76-9456-6aa33f66f01e
ITA	 4716	2021-10-08	 4:00pm	W		TABOR                      	at		FHS                        	 	   	 	 	naia/d2	2021-10-08T20:00Z			bfe237f1-8ba9-4bb6-b2ca-e26b9275aad6
ITA	41272	2021-10-08	12:00pm	W		OLIVT                      	at		UIS                        	L	1-6	 	 	naia/d2	2021-10-08T16:00Z			e3a0945e-0551-48dc-99cd-4b22f1abb579
ITA	85847	2021-10-09	10:00am	W		LHU                        	vs		WVWC                       	L	0-6	N	 	d2     	2021-10-09T14:00Z			b09ee9e9-dd81-4b57-b2b7-4a7974692f66
ITA	93930	2021-10-09	11:00am	W		BENT                       	at		LOC                        	 	   	 	C	d2     	2021-10-09T15:00Z			8d23f545-68a2-4996-aba4-f3b4aa547b0e
ITA	83906	2021-10-09	12:00pm	W		USP                        	at		GBC                        	W	4-3	 	C	d2     	2021-10-09T16:00Z			c7a610f8-59d8-45d9-9977-cd43b87c1801
ITA	25492	2021-10-09	 1:00pm	W		JEFF                       	at		DC                         	W	7-0	 	C	d2     	2021-10-09T17:00Z			e564bee4-5ec4-4100-9280-f2651f2745fa
ITA	44235	2021-10-09	 1:00pm	W		MOLL                       	at		UDC                        	L	0-7	 	C	d2     	2021-10-09T17:00Z			0efcb5ff-3de0-4824-82fb-2138a92a4a15
ITA	20008	2021-10-09	 1:00pm	W		WILMU                      	at		POST                       	W	6-1	 	C	d2     	2021-10-09T17:00Z			4208451c-dfe8-41aa-88d8-a715434a430f
ITA	65680	2021-10-09	 2:00pm	W		FIND                       	at		SAG                        	W	6-1	 	 	d2     	2021-10-09T18:00Z			919e6f89-f66f-4903-9081-d977fcf52ce6
ITA	24531	2021-10-09	 3:00pm	W		NH                         	at		AC                         	 	   	 	C	d2     	2021-10-09T19:00Z			638d71eb-d34f-4dd5-9623-eafc63a27bed
ITA	30869	2021-10-09	 3:00pm	W		UC                         	at		WING                       	L	1-6	 	 	d2     	2021-10-09T19:00Z			b47c8e3d-0102-487b-8b64-94da702ce5cf
ITA	63464	2021-10-09	 7:00pm	W		STAC                       	at		DAEMN                      	W	6-1	 	C	d2     	2021-10-09T23:00Z			366b5b1b-2d47-485d-aa36-53ec88ffd547
ITA	 4903	2021-10-09	 9:30am	W		CED                        	at		WITT                       	L	0-6	 	 	d2/d3  	2021-10-09T13:30Z			1373970f-e0c8-4123-ab0d-b7d51bed9098
ITA	56538	2021-10-09	10:00am	W		UIU                        	at		LUTHR                      	W	5-2	 	 	d2/d3  	2021-10-09T14:00Z			c38b0185-ccc9-4b2e-a2c0-f16dc45a6a22
ITA	 2692	2021-10-09	12:30pm	W		WJC                        	at		DOANE                      	W	5-2	 	 	d2/naia	2021-10-09T16:30Z			1e8e5495-3f3e-4783-a593-4ce67845350a
ITA	45447	2021-10-09	 1:30pm	W		UIU                        	at		STAMB                      	W	6-1	 	 	d2/naia	2021-10-09T17:30Z			c4d4c0a0-397f-41d5-851f-740032f4ab8b
ITA	67933	2021-10-09	 4:30pm	W		WJC                        	at		CONNE                      	W	7-0	 	 	d2/naia	2021-10-09T20:30Z			a0d03e1b-87db-4ac0-813a-4abf9f0b9e0c
ITA	 8483	2021-10-09	 9:30am	W		CORNR                      	at		DAVEN                      	W	6-1	 	 	naia/d2	2021-10-09T13:30Z			74859603-9efe-4d3a-aa82-29b6fe614f8a
ITA	76355	2021-10-10	 1:30pm	W		JCSU                       	vs		UC                         	L	0-4	N	 	d2     	2021-10-10T17:30Z			b627d8e5-ab8d-4c72-859e-4982c71502d7
ITA	69105	2021-10-10	 2:00pm	W		UC                         	at		LRC                        	W	5-2	 	 	d2     	2021-10-10T18:00Z			861d58c3-5e4d-466c-9ce5-fd5b3912a86e
ITA	36775	2021-10-10	 3:00pm	W		NH                         	at		MOLL                       	W	6-0	 	 	d2     	2021-10-10T19:00Z			e5ba6960-346d-45e2-9833-87f5a779c7a4
ITA	21947	2021-10-10	 4:00pm	W		FPC                        	at		LOC                        	L	2-5	 	C	d2     	2021-10-10T20:00Z			31c53a14-943f-4848-8578-4db4fbbbead2
ITA	90810	2021-10-10	 5:00pm	W		UDC                        	at		USP                        	W	7-0	 	 	d2     	2021-10-10T21:00Z			340c2f81-7b55-47b1-823b-65c94e709a33
ITA	69208	2021-10-10	 1:01pm	W		STAC                       	at		DYOU                       	W	7-0	 	C	d2/d3  	2021-10-10T17:01Z			79663d1d-7d55-4f13-af58-b9e3faa625e0
ITA	47188	2021-10-12	 2:30pm	W		CHC                        	at		WCUPA                      	L	1-6	 	 	d2     	2021-10-12T18:30Z			554a8425-3d1e-40bb-b4a1-e4ec04fc3ff0
ITA	26669	2021-10-12	 3:01pm	W		POST                       	at		STAC                       	L	3-3	 	 	d2     	2021-10-12T19:01Z			91af321d-1fac-466a-ada9-a5fa04eb00a4
ITA	50138	2021-10-13	 3:00am	W		GBC                        	at		WILMU                      	L	2-5	 	C	d2     	2021-10-13T07:00Z			ef92c0fd-fa40-49d1-b2fc-70ff5d644742
ITA	52310	2021-10-13	 2:00pm	W		UDC                        	at		MILL                       	W	7-0	 	 	d2     	2021-10-13T18:00Z			a6bf0a9e-9e5b-4db6-9180-16fef3f3838d
ITA	98575	2021-10-13	 2:00pm	W		POST                       	at		JEFF                       	L	1-6	 	C	d2     	2021-10-13T18:00Z			bdea7137-8415-4fd8-a511-b69fe03c36bf
ITA	30489	2021-10-13	 3:00pm	W		NH                         	at		STON                       	L	2-5	 	C	d2     	2021-10-13T19:00Z			28fe0c15-86df-4d3b-b94f-983e0e10fff6
ITA	79462	2021-10-13	 4:00pm	W		EMM                        	at		YOUNG                      	L	3-4	 	 	d2     	2021-10-13T20:00Z			90645bfd-5c1c-447f-b6ff-f7fb2c471681
ITA	96865	2021-10-14	 2:30pm	W		JEFF                       	at		WCUPA                      	W	4-3	 	 	d2     	2021-10-14T18:30Z			dc1da881-bf53-4944-96db-0facdd809d60
ITA	 6984	2021-10-14	 3:30pm	W		AIC                        	at		SPRG                       	L	1-8	 	 	d2/d3  	2021-10-14T19:30Z			57e8fa9d-d2fc-428a-89c3-5fbb26ffacf1
