---
season: 2021-22
division: naia
gender: men
description: composite schedule/scoreboard
updated: 2022-01-21
past: 118 (29%)
future: 290 (71%)
completed: 110 (93%)
unreported: 8 (7%)
sources:
  ITA: 364
  Conferences: 44
itaIds: 364
total: 408
---
source	id	dateET	timeET	gender	rank	team	at	oppRank	opponent	outcome	score	neutral	conference	division	dateGMT	itaId	tournament	location	facility	links
 ITA	56587	2021-09-11	 2:00pm	M		GVIEW	vs		HAML 	W	6-3	N	 	naia/d3  	2021-09-11T18:00Z	056bad62-4ad5-48cd-bf54-81c91705af57				
 ITA	94280	2021-09-11	 4:30pm	M		JUDIL	at		WHEAT	W	5-4	 	 	naia/d3  	2021-09-11T20:30Z	02ca4bdc-5102-4e0e-bd3a-d1433ea7c530				
 ITA	85979	2021-09-11	 4:30pm	M		MTVRN	at		IWES 	L	0-7	 	C	naia     	2021-09-11T20:30Z	f29c08b0-403e-4630-ad51-9ff1f43557fc				
 ITA	70734	2021-09-11	 4:30pm	M		SPARB	at		BTHIN	W	7-0	 	C	naia     	2021-09-11T20:30Z	82525ed1-4335-4af3-9e15-d0f25d4971b1				
 ITA	84138	2021-09-14	 9:30am	M		GCSEM	at		SPARB	W	6-1	 	C	naia     	2021-09-14T13:30Z	2f6832be-1e26-44ea-a73b-47b8f19a80c2				
 ITA	 6312	2021-09-14	 9:30am	M		USFIN	at		HUNTU	L	0-7	 	C	naia     	2021-09-14T13:30Z	d6edfd28-e007-4007-9ef4-9df2f61b38d3				
 ITA	75722	2021-09-14	10:00am	M		BTHIN	at		MARU 	L	0-7	 	C	naia     	2021-09-14T14:00Z	0f574e35-5b06-43fd-94e4-3614856a2f9b				
 ITA	82658	2021-09-14	 1:30pm	M		BTHIN	vs		GOSH 	L	0-7	N	C	naia     	2021-09-14T17:30Z	f2c4cfa4-6dee-4cb7-b3f6-f54d239a94b9				
 ITA	90068	2021-09-14	 1:30pm	M		GCSEM	vs		IWES 	L	0-7	N	C	naia     	2021-09-14T17:30Z	487178f5-3c1b-40c0-aad0-0470fc0f28b6				
 ITA	41585	2021-09-14	 3:00pm	M		HUNTU	at		GCSEM	W	4-3	 	C	naia     	2021-09-14T19:00Z	9091c4d9-b22d-4b9a-ade9-8667964c232c				
 ITA	96336	2021-09-14	 3:00pm	M		JBRWN	at		OKWES	 	   	 	 	naia     	2021-09-14T19:00Z	cb7d5d28-edb7-4ca6-9b68-d3e67301028c				
 ITA	40395	2021-09-14	 4:30pm	M		GOSH 	at		MARU 	L	0-7	 	C	naia     	2021-09-14T20:30Z	0c9698ca-bb2c-4079-bbd6-4496ea8aa6f2				
 ITA	86866	2021-09-14	 4:30pm	M		IWES 	at		SPARB	W	6-1	 	C	naia     	2021-09-14T20:30Z	1ee76d43-c5d2-4191-a5d1-d68470a23a67				
 ITA	43520	2021-09-14	 4:30pm	M		MTVRN	at		HUNTU	L	0-7	 	C	naia     	2021-09-14T20:30Z	952044af-0e95-49f1-80da-84c9f5246e38				
 ITA	  950	2021-09-14	 5:00pm	M		ICCC 	at		GVIEW	W	6-1	 	 	juco/naia	2021-09-14T21:00Z	770252df-1658-4f9c-86f9-4daac57de848				
 ITA	92773	2021-09-14	 7:05pm	M		JBRWN	at		OKWES	 	   	 	 	naia     	2021-09-14T23:05Z	c457aad5-8f70-4c83-ae11-cfcd0ebb848e				
 ITA	95718	2021-09-16	12:00pm	M		HCRIN	vs		ITECH	L	1-4	N	 	naia     	2021-09-16T16:00Z	e6f75cf8-053f-4959-a5fc-9da3a284ac7c				
 ITA	81728	2021-09-16	 2:00pm	M		OHCHR	at		JOHN 	L	0-7	 	 	naia     	2021-09-16T18:00Z	8b4b1d73-cd96-4d11-a488-40e95ffb17b9				
 ITA	44656	2021-09-16	 3:00pm	M		BTHIN	at		ADRN 	L	2-7	 	 	naia/d3  	2021-09-16T19:00Z	55aad7da-f56d-43ad-a2df-765655cffdd1				
 ITA	63141	2021-09-16	 4:00pm	M		JUDIL	at		GOSH 	L	1-4	 	 	naia     	2021-09-16T20:00Z	3da4f5b0-655e-41c5-88c2-5c7f535f9424				
 ITA	76733	2021-09-16	 4:00pm	M		NWOH 	at		HUNTU	W	4-3	 	 	naia     	2021-09-16T20:00Z	198482ae-6df5-4a96-892b-bf98d944866e				
 ITA	18760	2021-09-17	 1:00pm	M		JUDIL	at		GCSEM	L	2-4	 	 	naia     	2021-09-17T17:00Z	8fe4a004-3a92-4541-babb-634e32e8f4b4				
 ITA	74744	2021-09-17	 2:00pm	M		SHAWN	at		MARC 	W	7-0	 	 	naia/d3  	2021-09-17T18:00Z	caeb4ce9-7c45-409b-a270-0e31159ea9d5				
 ITA	83849	2021-09-17	 5:00pm	M		HCRIN	vs		NWOH 	L	2-5	N	 	naia     	2021-09-17T21:00Z	0fcc1b27-0b8d-4306-83b3-ac1b44d2136c				
 ITA	 3826	2021-09-17	 5:00pm	M		JUDIL	at		IWES 	L	0-4	 	 	naia     	2021-09-17T21:00Z	b957e0b3-8502-4c8b-91aa-f8152929de3e				
 ITA	90796	2021-09-17	 6:00pm	M		FRANK	at		USFIN	W	4-3	 	 	d3/naia  	2021-09-17T22:00Z	502f0ee6-b14a-4d22-a443-7f8201e09a00				
 ITA	81098	2021-09-17	 6:00pm	M		HCRIN	at		HUNTU	W	4-3	 	 	naia     	2021-09-17T22:00Z	704e27a7-2d81-4fb0-b865-33bde6dd02a1				
 ITA	33097	2021-09-18	 1:00am	M		WJC  	at		MOVAL	L	0-1	 	 	d2/naia  	2021-09-18T05:00Z	cafd8025-0c36-42ae-b4d2-7c2f170c9279				
 ITA	86828	2021-09-18	 9:00am	M		CONMI	vs		SHAWN	L	1-6	N	 	naia     	2021-09-18T13:00Z	5547484e-3eab-42c3-a32c-cbec7c237ba0				
 ITA	  372	2021-09-18	10:00am	M		DUBQ 	at		STAMB	 	   	 	 	d3/naia  	2021-09-18T14:00Z	37237f70-ec8f-45f6-ba86-78186437610b				
 ITA	66197	2021-09-18	11:00am	M		GCSEM	at		MARU 	L	3-4	 	C	naia     	2021-09-18T15:00Z	67376092-c3b7-45ed-876f-3a15253de9f3				
 ITA	48580	2021-09-18	11:00am	M		JUDIL	at		HUNTU	L	1-4	 	 	naia     	2021-09-18T15:00Z	77365c55-a816-4a56-81f5-c2e57aa5820b				
 ITA	68016	2021-09-18	12:00pm	M		AQUIN	at		IWES 	L	1-4	 	 	naia     	2021-09-18T16:00Z	d4bf8d50-a6d0-4662-beb9-1af26f894889				
 ITA	69646	2021-09-18	 4:00pm	M		NWOH 	at		IWES 	L	0-5	 	 	naia     	2021-09-18T20:00Z	c3b2ca82-2b04-45cf-8d3e-082d17b9e765				
 ITA	12766	2021-09-18	 5:00pm	M		ITECH	at		HUNTU	W	4-2	 	 	naia     	2021-09-18T21:00Z	09b1882a-be82-4e6e-be15-c89504f8b615				
 ITA	34006	2021-09-21	11:00am	M		MARU 	vs		USFIN	W	7-0	N	C	naia     	2021-09-21T15:00Z	35bdf057-7e70-44d5-b909-8dc4effc6ff7				
 ITA	54890	2021-09-21	 1:00pm	M		HUNTU	vs		SPARB	W	4-0	N	C	naia     	2021-09-21T17:00Z	934f9b8d-d560-46e2-b8b1-a25e498155e0				
 ITA	 5822	2021-09-21	 2:00pm	M		BTHIN	at		IWES 	L	0-7	 	C	naia     	2021-09-21T18:00Z	46d44bed-0e77-4145-bc2b-63a4a201d63f				
 ITA	50192	2021-09-22	 4:00pm	M		MIDLN	at		FRNDS	W	7-0	 	 	naia     	2021-09-22T20:00Z	5549d92f-215a-42d3-8815-f6149a34417b				
 ITA	32748	2021-09-23	 1:00pm	M		GCSEM	at		MARU 	W	4-2	 	C	naia     	2021-09-23T17:00Z	bc0dc7bf-4161-42b4-8d79-7f450caf8a37				
 ITA	49080	2021-09-23	 3:00pm	M		WVSU 	at		SHAWN	W	5-2	 	 	d2/naia  	2021-09-23T19:00Z	0783c501-50c6-4685-89a7-0776454f2c6e				
 ITA	16823	2021-09-24	 4:00pm	M		CAP  	at		MTVRN	L	3-4	 	 	d3/naia  	2021-09-24T20:00Z	b1fc3941-7879-4447-bb86-3fd73690b6c5				
 ITA	25655	2021-09-24	 4:00pm	M		JOHN 	at		BRESC	L	1-6	 	 	naia     	2021-09-24T20:00Z	37e17d0c-c2d0-4a56-860c-dbe1796dfdc0				
 ITA	43780	2021-09-24	 4:30pm	M		HUNTU	at		IWES 	L	0-4	 	C	naia     	2021-09-24T20:30Z	3f9c39dc-e387-4a48-bf4a-1fa179705e87				
 ITA	55525	2021-09-25	11:00am	M		JOHN 	at		KWC  	L	2-5	 	 	naia/d2  	2021-09-25T15:00Z	79d1041b-a973-40cb-ab9d-b858059cbdb4				
 ITA	23018	2021-09-25	 1:00pm	M		GCSEM	at		IWES 	L	0-4	 	C	naia     	2021-09-25T17:00Z	50259bb9-57d2-4250-bfc2-62c68ab945e7				
 ITA	46785	2021-09-25	 2:00pm	M		IUSE 	at		BTHIN	W	6-1	 	 	naia     	2021-09-25T18:00Z	dd4d1355-4b36-4965-9f2a-732c4066974e				
 ITA	89578	2021-09-26	12:00pm	M		USFIL	at		CARTH	L	0-9	 	 	naia/d3  	2021-09-26T16:00Z	5e632db4-d9c2-43bb-8570-0d1845e9886f				
 ITA	17785	2021-09-28	 2:00pm	M		BTHIN	at		TRINE	L	1-8	 	 	naia/d3  	2021-09-28T18:00Z	9810550a-fb26-47c7-b22c-58c617c8e259				
 ITA	62221	2021-09-28	 5:00pm	M		DOANE	at		NEWES	W	9-0	 	 	naia/d3  	2021-09-28T21:00Z	94e9e733-cc06-4a5a-bbdd-eb270bc8f518				
 ITA	26605	2021-09-29	 3:00pm	M		JOHN 	at		MARYV	W	8-1	 	 	naia/d3  	2021-09-29T19:00Z	4645ebb3-458a-454b-9ae7-f4b6fbe92d2e				
 ITA	53394	2021-09-29	 3:00pm	M		SHAWN	at		WITT 	L	2-5	 	 	naia/d3  	2021-09-29T19:00Z	843dd249-8ec1-4a96-9659-83c7ea688065				
 ITA	60466	2021-09-29	 4:00pm	M		JUDIL	at		ELMH 	W	9-0	 	 	naia/d3  	2021-09-29T20:00Z	b5e3cd0c-ecb1-4980-a3f5-315be06d7b54				
 ITA	 7376	2021-09-30	 2:00pm	M		MILLG	at		EMHEN	W	6-1	 	 	naia/d3  	2021-09-30T18:00Z	01a53a19-0a78-4a1a-b29b-c0606d76b2f5				
 ITA	49244	2021-09-30	 3:00pm	M		MOVAL	at		QU   	 	   	 	 	naia/d2  	2021-09-30T19:00Z	af5d39d7-4304-480d-ae7c-4af79f003be5				
 ITA	39631	2021-10-02	10:00am	M		CORNR	at		DAVEN	L	3-4	 	 	naia/d2  	2021-10-02T14:00Z	1f148f78-1fe3-425f-a9a1-d732c95a2acd				
 ITA	25664	2021-10-02	 2:00pm	M		LSSU 	at		AQUIN	W	7-0	 	 	d2/naia  	2021-10-02T18:00Z	10182e2c-6ac9-4181-bad2-05f714a33b2f				
 ITA	67427	2021-10-02	 6:00pm	M		MOVAL	at		MCK  	 	   	 	 	naia/d2  	2021-10-02T22:00Z	a36e790b-9fb2-411f-bfc2-302b0ea1d943				
 ITA	71006	2021-10-03	 2:00pm	M		ICCC 	at		CONNE	W	6-1	 	 	juco/naia	2021-10-03T18:00Z	a5179d71-5684-4682-b50f-306dadb2687d				
 ITA	93341	2021-10-05	 3:00pm	M		WISE 	at		SHAWN	W	4-3	 	 	d2/naia  	2021-10-05T19:00Z	806ba666-13e3-4ad1-a73e-389196b0e0f5				
 ITA	52019	2021-10-05	 5:00pm	M		ICCC 	at		NWCIA	W	7-0	 	 	juco/naia	2021-10-05T21:00Z	1575becc-4196-43fb-9734-2b093c53b04e				
 ITA	55722	2021-10-05	 5:00pm	M		MIDLN	at		NEWES	W	7-2	 	 	naia/d3  	2021-10-05T21:00Z	d74b140d-6292-41ca-836d-5703bfdcb2eb				
 ITA	29239	2021-10-08	12:00pm	M		OLIVT	at		UIS  	L	0-7	 	 	naia/d2  	2021-10-08T16:00Z	793190b5-f19e-4dc8-8fc4-183fc3f27d50				
 ITA	89742	2021-10-08	 4:00pm	M		CUMBD	vs		GCOL 	W	7-0	N	C	naia     	2021-10-08T20:00Z	d606ffdb-0a6d-4a1b-bc07-1b264ba331d6				
 ITA	33975	2021-10-08	 6:00pm	M		GVSU 	at		CORNR	W	6-1	 	 	d2/naia  	2021-10-08T22:00Z	684221c7-39d4-49d6-8dd9-da0bd69cfc7e				
 ITA	 4160	2021-10-09	 9:00am	M		BTHIN	at		MANC 	W	7-2	 	 	naia/d3  	2021-10-09T13:00Z	277d7c60-c266-46ad-89e7-a59ab5e60753				
 ITA	36969	2021-10-09	10:00am	M		CMBDS	vs		CUMBD	W	4-1	N	C	naia     	2021-10-09T14:00Z	29d29b23-0a7a-4270-9aa1-e5f57fc9d785				
 ITA	18159	2021-10-09	12:00pm	M		PNW  	at		HCRIN	L	2-5	 	 	d2/naia  	2021-10-09T16:00Z	2dd69ad8-26cd-418f-ac79-e907d9157cd1				
 ITA	25566	2021-10-09	12:30pm	M		WJC  	at		CONNE	W	7-0	 	 	d2/naia  	2021-10-09T16:30Z	73cb8962-0159-4cce-b78c-c668d5cfd0af				
 ITA	74798	2021-10-09	 1:00pm	M		JUDIL	at		BTHIN	W	5-0	 	 	naia     	2021-10-09T17:00Z	9067d58a-b58d-44b9-b45a-dcceee61986a				
 ITA	48243	2021-10-09	 4:00pm	M		JUDIL	at		MANC 	W	9-0	 	 	naia/d3  	2021-10-09T20:00Z	fa0c0cf8-0e4b-4d0b-a5d7-df3fc0f8dc1f				
 ITA	94846	2021-10-09	 4:00pm	M		WJC  	at		DOANE	W	5-2	 	 	d2/naia  	2021-10-09T20:00Z	aa7d72f2-fe3f-40e5-be7c-9927ab303003				
 ITA	36819	2021-10-09	 4:30pm	M		WJC  	at		DOANE	W	5-2	 	 	d2/naia  	2021-10-09T20:30Z	704f64e4-3b58-4916-a52b-d59d450776ca				
 ITA	87446	2021-10-09	 5:00pm	M		NWOH 	at		HCRIN	W	6-1	 	 	naia     	2021-10-09T21:00Z	331fa9c0-692c-48fd-9688-f1b7632a3420				
 ITA	27866	2021-10-10	12:00pm	M		ICCC 	at		MIDLN	L	3-4	 	 	juco/naia	2021-10-10T16:00Z	88f29be0-0b50-402f-8293-fbf4d29ea950				
 ITA	36896	2021-10-10	 4:00pm	M		ICCC 	at		DOANE	W	4-3	 	 	juco/naia	2021-10-10T20:00Z	0ff985b6-5cd0-4882-a229-a5bfe9a0a3d1				
 ITA	 3878	2021-10-14	 2:00pm	M		IUE  	at		SHAWN	W	6-1	 	 	naia     	2021-10-14T18:00Z	a287b0e2-15ca-42c3-b958-4324556cf2a0				
 ITA	52928	2021-10-14	 3:00pm	M		TABOR	at		NEWM 	L	0-7	 	 	naia/d2  	2021-10-14T19:00Z	5c10323c-3b5d-4b79-bf55-a90dcbfc2e61				
 ITA	24679	2021-10-15	 3:00pm	M		MUW  	at		JOHN 	 	   	 	 	juco/naia	2021-10-15T19:00Z	cee85bc6-8e1b-4f13-b989-4d6658262a66				
 ITA	28884	2021-10-16	 5:00pm	M		WITT 	at		TMORE	L	2-5	 	 	d3/naia  	2021-10-16T21:00Z	350458db-50f9-4741-a7de-642e217194af				
 ITA	17563	2021-10-29	 3:30pm	M		MSACC	at		AZCHR	L	2-7	 	 	juco/naia	2021-10-29T19:30Z	b090301a-6994-4eef-af77-da3621f4bbe2				
 ITA	80742	2021-10-29	 6:30pm	M		MSACC	at		AZCHR	L	0-9	 	 	juco/naia	2021-10-29T22:30Z	a09805cf-4661-4432-8330-09fb88f316ad				
 ITA	18336	2021-11-12	12:00pm	M		JONES	at		LOYNO	L	0-7	 	 	juco/naia	2021-11-12T17:00Z	a66f6066-006c-46ca-8dbe-310c24a8bac7				
 ITA	20873	2021-11-23	 4:00pm	M		EMHEN	at		JOHN 	W	7-0	 	 	d3/naia  	2021-11-23T21:00Z	b811d068-fd75-45e8-86ee-1b23b0b8e8ac				
 ITA	 8282	2022-01-15	 3:30pm	M		NKU  	at		TMORE	W	7-0	 	 	d1/naia  	2022-01-15T20:30Z	0e6ad91b-416a-4808-9ab4-37140a6c4526				
 ITA	75912	2022-01-20	 2:00pm	M		KEISR	at		EFSC 	 	   	 	 	naia/juco	2022-01-20T19:00Z	9642bd62-1974-41db-b134-e77c591c3a07				
 ITA	98602	2022-01-27	 2:00pm	M		UNKY 	vs		WWOOD	 	   	N	 	naia     	2022-01-27T19:00Z	7684d591-5716-4dec-8d97-60a2e5a7c3d8				
 ITA	48785	2022-01-28	 3:00pm	M		FNU  	at		STET 	 	   	 	 	naia/d1  	2022-01-28T20:00Z	d3d71375-49dc-4bc7-892a-c1265eb81a70				
 ITA	31554	2022-01-28	 5:00pm	M		VENT 	at		WESTM	 	   	 	 	juco/naia	2022-01-28T22:00Z	9f29732b-312d-4a05-a518-f99e766e8d68				
SSAC	26085	2022-01-29	    TBA	M		LSUAL	at		DIL  	 	   	 	 	naia     	                 	                                    		New Orleans, LA		
 ITA	37277	2022-01-29	11:00am	M		GUST 	at		SEAST	 	   	 	 	d3/naia  	2022-01-29T16:00Z	6c295baf-db2b-4dd0-9046-16bbc45b3c7f				
 ITA	23792	2022-01-29	12:00pm	M		AZCHR	at		NAU  	 	   	 	 	naia/d1  	2022-01-29T17:00Z	3ae6a446-b32d-46fd-acf7-bb31b39716ff				
 ITA	34886	2022-01-29	 4:00pm	M		AZCHR	at		NAU  	 	   	 	 	naia/d1  	2022-01-29T21:00Z	623f7d33-aed1-45f8-a918-ded38d3467fc				
SSAC	25162	2022-01-29	 4:00pm	M		MCC  	at		MOBIL	 	   	 	 	juco/naia	2022-01-29T21:00Z	                                    		Gerald Wallace Tennis Center - Mobile, AL		
 ITA	21506	2022-02-01	 5:00pm	M		JES  	at		ARC  	 	   	 	 	naia/juco	2022-02-01T22:00Z	ac71c289-2505-4af6-8b07-e21b001005a1				
 ITA	79605	2022-02-02	12:00pm	M		WSU  	at		LTECH	 	   	 	 	d2/naia  	2022-02-02T17:00Z	fe1d4f31-7112-4139-b253-d6b62c4cb841				
 ITA	99942	2022-02-02	 3:00pm	M		AVEMA	at		LEO  	 	   	 	 	naia/d2  	2022-02-02T20:00Z	c3ff1960-ca81-4b2c-8961-fda8114170e6				
 ITA	53936	2022-02-03	 2:00pm	M		FNU  	at		LYNN 	 	   	 	 	naia/d2  	2022-02-03T19:00Z	f8702658-f85d-45af-b0b5-018306c3934b				
SSAC	26086	2022-02-04	    TBA	M		DIL  	at		XAV  	 	   	 	 	naia/d1  	                 	                                    		New Orleans, LA		
 ITA	43727	2022-02-04	12:00pm	M		CoC  	at		SCAD 	 	   	 	 	d1/naia  	2022-02-04T17:00Z	0f8139a1-cf67-4f84-8da5-fdf75e296473				
 ITA	44750	2022-02-04	12:00pm	M		HIL  	at		LTECH	 	   	 	 	d2/naia  	2022-02-04T17:00Z	787efef0-c9bb-4587-92b9-bd5626607985				
SSAC	25190	2022-02-04	 1:00pm	M		BLUEM	at		CHRBR	 	   	 	 	naia/d2  	2022-02-04T18:00Z	                                    		Memphis, TN		
 ITA	46891	2022-02-04	 1:00pm	M		NWOH 	at		TOL  	 	   	 	 	naia/d1  	2022-02-04T18:00Z	92c1bfb6-b7bd-4652-a3d0-73e7aa101088				
 ITA	 9305	2022-02-04	 2:00pm	M		CWRU 	at		NWOH 	 	   	 	 	d3/naia  	2022-02-04T19:00Z	7f952238-d683-4a9b-8e32-e4dc5f63a9a9				
 ITA	35495	2022-02-04	 3:00pm	M		TEXAR	at		FSMTH	 	   	 	 	naia/d2  	2022-02-04T20:00Z	dccafb69-63fa-47c5-b3af-a46f43cc7f05				
 ITA	81377	2022-02-04	 5:00pm	M		HNU  	at		JES  	 	   	 	 	d2/naia  	2022-02-04T22:00Z	da882df9-fb0d-4e35-a6ba-017d04d1786d				
 ITA	59966	2022-02-04	 5:00pm	M		KEISR	at		FGCU 	 	   	 	 	naia/d1  	2022-02-04T22:00Z	6fad4e61-527a-4ab2-9441-cfa8ef4bf0d6				
SSAC	25082	2022-02-05	All Day	M		AUBM 	at		MIDGA	 	   	 	 	d2/naia  	                 	                                    		Macon, GA		
 ITA	90293	2022-02-05	 9:00am	M		ASBUR	vs		ILWES	 	   	N	 	naia/d3  	2022-02-05T14:00Z	1dac4a41-ec9d-478f-83e8-d7d3609a9c8f				
 ITA	55855	2022-02-05	10:00am	M		GVIEW	at		GRINN	 	   	 	 	naia/d3  	2022-02-05T15:00Z	fd7f98c6-a37a-4dd9-9b32-964fe21324f7				
 ITA	63652	2022-02-05	10:00am	M		NWCIA	at		CRNLC	 	   	 	 	naia/d3  	2022-02-05T15:00Z	05d303ff-d511-45be-8de4-28cfba1a2186				
 ITA	51623	2022-02-05	12:00pm	M		AZCHR	at		MSACC	 	   	 	 	naia/juco	2022-02-05T17:00Z	af09724c-fb57-4d65-9c7f-98ab8ca4063f				
SSAC	25191	2022-02-05	 1:00pm	M		MC   	at		BLUEM	 	   	 	 	d2/naia  	2022-02-05T18:00Z	                                    		New Albany, MS		
 ITA	65894	2022-02-05	 1:00pm	M		SCHR 	vs		TABOR	 	   	N	 	d3/naia  	2022-02-05T18:00Z	0ba7bf2b-e0b8-4d4f-9e84-e32794ca91de				
 ITA	89836	2022-02-05	 2:00pm	M		REINH	at		YOUNG	 	   	 	 	naia/d2  	2022-02-05T19:00Z	1545816f-677a-455b-8f17-92e6558fde64				
